farmer_id,name,state,district,village,latitude,longitude,crop,variety,quantity_kg,grade,harvest_date,expected_price
F438,Ravi,Tamil Nadu,Madurai,Usilampatti,22.09,77.8099,Rice,Basmati,150,A,08-08-2026,37.74
F439,Meena,Uttar Pradesh,Meerut,Mawana,10.75,77.7687,Tomato,Local,50,C,02-08-2026,22.09
F440,Mahesh,Uttar Pradesh,Meerut,Sardhana,25.786,80.9775,Onion,Local,50,A,22-08-2026,23.4
F441,Rekha,Uttar Pradesh,Meerut,Mawana,18.8432,76.6907,Onion,Local,50,A,26-08-2026,16.43
F442,Ashok,Uttar Pradesh,Meerut,Sardhana,24.6771,75.3154,Rice,Sona Masuri,500,A,03-08-2026,28.98
F443,Pooja,Maharashtra,Nashik,Sinnar,20.5908,75.71,Cotton,Local,150,B,03-08-2026,69.89
F444,Rekha,Andhra Pradesh,Krishna,Machilipatnam,18.0516,74.2109,Sugarcane,Co-86032,1000,A,08-08-2026,3.24
F445,Manjunath,Tamil Nadu,Coimbatore,Mettupalayam,21.6167,79.1996,Rice,Basmati,50,B,14-09-2026,34.51
F446,Deepak,Maharashtra,Pune,Shirur,16.3214,76.1549,Onion,Bellary Red,800,A,10-09-2026,16.2
F447,Meena,Karnataka,Bengaluru Rural,Nelamangala,18.1518,76.7015,Rice,Sona Masuri,600,B,23-08-2026,41.11
F448,Ganesh,Uttar Pradesh,Lucknow,Malihabad,23.8348,76.6569,Cotton,Bt Cotton,500,B,05-09-2026,60.89
F449,Rekha,Tamil Nadu,Madurai,Usilampatti,20.185,80.2914,Chilli,Local,800,C,05-09-2026,69.62
F450,Ravi,Tamil Nadu,Madurai,Usilampatti,22.1342,79.0971,Tomato,Arka Rakshak,600,A,12-08-2026,37.42
F451,Ravi,Maharashtra,Nashik,Dindori,19.4461,81.7205,Onion,Bellary Red,600,B,13-08-2026,25.48
F452,Suresh,Punjab,Amritsar,Tarn Taran,29.1316,76.5009,Sugarcane,Co-86032,100,B,05-08-2026,3.04
F453,Rekha,Maharashtra,Pune,Shirur,20.0681,83.8184,Rice,Basmati,50,B,25-08-2026,38.16
F454,Shiva,Karnataka,Mysuru,Nanjangud,28.9249,85.6491,Groundnut,Local,50,C,14-08-2026,63.11
F455,Manjunath,Andhra Pradesh,Guntur,Narasaraopet,14.3479,74.5691,Potato,Local,300,B,04-08-2026,20.24
F456,Savitri,Punjab,Ludhiana,Khanna,12.7486,83.1963,Potato,Kufri Jyoti,100,B,04-09-2026,15.85
F457,Ganesh,Andhra Pradesh,Guntur,Narasaraopet,17.8956,75.4574,Onion,Bellary Red,800,A,30-08-2026,29.05
F458,Mahesh,Tamil Nadu,Madurai,Usilampatti,20.6018,87.9559,Wheat,PBW-343,800,A,23-08-2026,27.22
F459,Shiva,Uttar Pradesh,Lucknow,Mohanlalganj,28.8752,77.5572,Groundnut,Local,800,B,25-08-2026,65.31
F460,Vijay,Uttar Pradesh,Lucknow,Malihabad,15.1405,78.2047,Tomato,Hybrid PKM-1,800,A,09-08-2026,39.86
F461,Vijay,Maharashtra,Nashik,Niphad,14.3297,86.4548,Cotton,Bt Cotton,100,A,23-08-2026,58.12
F462,Ganesh,Maharashtra,Nashik,Sinnar,24.4188,85.1007,Onion,Bellary Red,400,B,14-08-2026,29.69
F463,Mahesh,Uttar Pradesh,Meerut,Kharkhoda,9.7303,84.7926,Cotton,Bt Cotton,1200,B,25-08-2026,56.57
F464,Krishna,Uttar Pradesh,Lucknow,Malihabad,22.4083,74.7578,Rice,Local,1000,B,01-08-2026,37.68
F465,Shiva,Karnataka,Mysuru,Periyapatna,23.32,87.9631,Groundnut,Local,300,B,15-08-2026,53.06
F466,Kavitha,Tamil Nadu,Coimbatore,Pollachi,21.0717,74.6904,Maize,Local,400,A,22-08-2026,18.5
F467,Savitri,Punjab,Ludhiana,Samrala,12.8584,79.5345,Potato,Local,1200,A,09-08-2026,16.81
F468,Ashok,Maharashtra,Nagpur,Katol,28.831,75.2543,Potato,Kufri Jyoti,200,A,28-08-2026,15.23
F469,Ravi,Uttar Pradesh,Lucknow,Mohanlalganj,15.206,87.8271,Sugarcane,Co-86032,300,A,11-09-2026,3.02
F470,Suresh,Uttar Pradesh,Meerut,Mawana,27.2608,75.5732,Tomato,Local,200,B,10-08-2026,34.67
F471,Santosh,Maharashtra,Nagpur,Kamptee,18.8662,78.6463,Cotton,Bt Cotton,300,B,08-08-2026,61.1
F472,Ashok,Tamil Nadu,Coimbatore,Pollachi,23.2017,79.2725,Potato,Local,600,A,10-08-2026,18.95
F473,Ramesh,Tamil Nadu,Coimbatore,Mettupalayam,9.6679,83.1666,Wheat,HD-2967,250,A,14-09-2026,24.94
F474,Meena,Karnataka,Mysuru,Periyapatna,30.0554,81.1196,Cotton,Local,100,A,11-09-2026,62.73
F475,Krishna,Karnataka,Mysuru,Hunsur,24.1743,74.5565,Groundnut,Local,150,A,30-08-2026,61.21
F476,Krishna,Punjab,Amritsar,Tarn Taran,15.1512,87.9439,Maize,Hybrid,50,A,23-08-2026,20.13
F477,Anitha,Punjab,Ludhiana,Jagraon,16.0193,79.4999,Cotton,Local,50,C,18-08-2026,59.51
F478,Shiva,Karnataka,Belagavi,Gokak,15.3724,82.4752,Potato,Kufri Jyoti,400,A,10-08-2026,16.26
F479,Krishna,Tamil Nadu,Coimbatore,Pollachi,15.298,83.8719,Wheat,PBW-343,600,B,13-08-2026,26.9
F480,Anitha,Maharashtra,Nashik,Niphad,11.1045,78.4464,Groundnut,Local,300,A,04-09-2026,68.97
F481,Lakshmi,Andhra Pradesh,Guntur,Narasaraopet,14.5235,84.9075,Maize,Local,250,A,10-09-2026,23.6
F482,Manjunath,Maharashtra,Pune,Baramati,13.5801,74.3652,Groundnut,TMV-2,800,B,15-08-2026,61.93
F483,Prakash,Andhra Pradesh,Krishna,Machilipatnam,19.3118,75.9252,Potato,Local,1200,B,12-08-2026,20.52
F484,Shiva,Maharashtra,Pune,Shirur,25.1711,74.9259,Tomato,Hybrid PKM-1,400,A,12-09-2026,39.74
F485,Kavitha,Tamil Nadu,Madurai,Usilampatti,26.6352,84.0828,Chilli,Guntur Sannam,400,A,03-08-2026,96.48
F486,Santosh,Tamil Nadu,Coimbatore,Sulur,13.9059,81.5302,Onion,Nashik Red,500,B,03-08-2026,32.56
F487,Ganesh,Karnataka,Belagavi,Gokak,25.5209,78.0028,Potato,Kufri Jyoti,200,A,26-08-2026,20.84
F488,Savitri,Uttar Pradesh,Lucknow,Malihabad,19.5145,76.5168,Potato,Kufri Jyoti,500,B,29-08-2026,12.9
F489,Shiva,Andhra Pradesh,Guntur,Narasaraopet,24.178,76.827,Maize,Local,500,A,30-08-2026,21.54
F490,Meena,Karnataka,Mysuru,Hunsur,22.4496,75.1943,Wheat,PBW-343,1200,A,08-08-2026,25.65
F491,Anitha,Uttar Pradesh,Meerut,Mawana,23.0097,76.1013,Potato,Local,50,B,22-08-2026,17.65
F492,Prakash,Maharashtra,Nagpur,Kamptee,12.4753,86.5796,Maize,Local,250,B,29-08-2026,19.73
F493,Prakash,Karnataka,Belagavi,Gokak,21.8756,80.9085,Tomato,Hybrid PKM-1,500,C,04-09-2026,35.76
F494,Deepak,Tamil Nadu,Madurai,Usilampatti,20.5415,82.6767,Maize,Local,100,B,01-08-2026,19.47
F495,Sunita,Maharashtra,Pune,Baramati,23.1739,85.7322,Wheat,HD-2967,1000,A,10-08-2026,26.83
F496,Deepak,Punjab,Ludhiana,Khanna,23.7133,82.3296,Onion,Nashik Red,150,A,19-08-2026,27.22
F497,Naveen,Maharashtra,Nashik,Dindori,28.2457,85.4837,Groundnut,TMV-2,50,A,20-08-2026,56.46
F498,Prakash,Tamil Nadu,Coimbatore,Mettupalayam,17.6027,76.9378,Chilli,Guntur Sannam,100,B,18-08-2026,79.75
F499,Ravi,Tamil Nadu,Coimbatore,Pollachi,30.1981,78.0206,Groundnut,Local,500,B,08-09-2026,68.68
F500,Ganesh,Punjab,Amritsar,Rayya,22.4009,80.8951,Groundnut,TMV-2,150,B,01-09-2026,60.39
